GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AR5AA
G4200430,2010,Pennsylvania,42,420,Dauphin County,43,430,Dauphin County,110435
G4200450,2010,Pennsylvania,42,420,Delaware County,45,450,Delaware County,208700
G4200470,2010,Pennsylvania,42,420,Elk County,47,470,Elk County,13693
G4200490,2010,Pennsylvania,42,420,Erie County,49,490,Erie County,110413
G4200510,2010,Pennsylvania,42,420,Fayette County,51,510,Fayette County,55997
G4200530,2010,Pennsylvania,42,420,Forest County,53,530,Forest County,2511
G4200550,2010,Pennsylvania,42,420,Franklin County,55,550,Franklin County,58389
G4200570,2010,Pennsylvania,42,420,Fulton County,57,570,Fulton County,6014
G4200590,2010,Pennsylvania,42,420,Greene County,59,590,Greene County,14724
G4200610,2010,Pennsylvania,42,420,Huntingdon County,61,610,Huntingdon County,17280
G4200630,2010,Pennsylvania,42,420,Indiana County,63,630,Indiana County,35005
G4200650,2010,Pennsylvania,42,420,Jefferson County,65,650,Jefferson County,18561
G4200670,2010,Pennsylvania,42,420,Juniata County,67,670,Juniata County,9476
G4200690,2010,Pennsylvania,42,420,Lackawanna County,69,690,Lackawanna County,87226
G4200710,2010,Pennsylvania,42,420,Lancaster County,71,710,Lancaster County,193602
G4200730,2010,Pennsylvania,42,420,Lawrence County,73,730,Lawrence County,37126
G4200750,2010,Pennsylvania,42,420,Lebanon County,75,750,Lebanon County,52258
G4200770,2010,Pennsylvania,42,420,Lehigh County,77,770,Lehigh County,133983
G4200790,2010,Pennsylvania,42,420,Luzerne County,79,790,Luzerne County,131932
G4200810,2010,Pennsylvania,42,420,Lycoming County,81,810,Lycoming County,46700
G4200830,2010,Pennsylvania,42,420,McKean County,83,830,McKean County,17183
G4200850,2010,Pennsylvania,42,420,Mercer County,85,850,Mercer County,46442
G4200870,2010,Pennsylvania,42,420,Mifflin County,87,870,Mifflin County,18743
G4200890,2010,Pennsylvania,42,420,Monroe County,89,890,Monroe County,61091
G4200910,2010,Pennsylvania,42,420,Montgomery County,91,910,Montgomery County,307750
G4200930,2010,Pennsylvania,42,420,Montour County,93,930,Montour County,7393
G4200950,2010,Pennsylvania,42,420,Northampton County,95,950,Northampton County,113565
G4200970,2010,Pennsylvania,42,420,Northumberland County,97,970,Northumberland County,39242
G4200990,2010,Pennsylvania,42,420,Perry County,99,990,Perry County,17903
G4201010,2010,Pennsylvania,42,420,Philadelphia County,101,1010,Philadelphia County,599736
G4201030,2010,Pennsylvania,42,420,Pike County,103,1030,Pike County,21925
G4201050,2010,Pennsylvania,42,420,Potter County,105,1050,Potter County,7227
G4201070,2010,Pennsylvania,42,420,Schuylkill County,107,1070,Schuylkill County,60192
G4201090,2010,Pennsylvania,42,420,Snyder County,109,1090,Snyder County,14750
G4201110,2010,Pennsylvania,42,420,Somerset County,111,1110,Somerset County,31090
G4201130,2010,Pennsylvania,42,420,Sullivan County,113,1130,Sullivan County,2777
G4201150,2010,Pennsylvania,42,420,Susquehanna County,115,1150,Susquehanna County,17798
G4201170,2010,Pennsylvania,42,420,Tioga County,117,1170,Tioga County,16727
G4201190,2010,Pennsylvania,42,420,Union County,119,1190,Union County,14765
G4201210,2010,Pennsylvania,42,420,Venango County,121,1210,Venango County,22621
G4201230,2010,Pennsylvania,42,420,Warren County,123,1230,Warren County,17767
G4201250,2010,Pennsylvania,42,420,Washington County,125,1250,Washington County,85089
G4201270,2010,Pennsylvania,42,420,Wayne County,127,1270,Wayne County,20625
G4201290,2010,Pennsylvania,42,420,Westmoreland County,129,1290,Westmoreland County,153650
G4201310,2010,Pennsylvania,42,420,Wyoming County,131,1310,Wyoming County,11237
G4201330,2010,Pennsylvania,42,420,York County,133,1330,York County,168372
G4400010,2010,Rhode Island,44,440,Bristol County,1,10,Bristol County,19150
G4400030,2010,Rhode Island,44,440,Kent County,3,30,Kent County,68645
G4400050,2010,Rhode Island,44,440,Newport County,5,50,Newport County,34911
G4400070,2010,Rhode Island,44,440,Providence County,7,70,Providence County,241717
G4400090,2010,Rhode Island,44,440,Washington County,9,90,Washington County,49177
G4500010,2010,South Carolina,45,450,Abbeville County,1,10,Abbeville County,9990
G4500030,2010,South Carolina,45,450,Aiken County,3,30,Aiken County,64253
G4500050,2010,South Carolina,45,450,Allendale County,5,50,Allendale County,3706
G4500070,2010,South Carolina,45,450,Anderson County,7,70,Anderson County,73829
G4500090,2010,South Carolina,45,450,Bamberg County,9,90,Bamberg County,6048
G4500110,2010,South Carolina,45,450,Barnwell County,11,110,Barnwell County,8937
G4500130,2010,South Carolina,45,450,Beaufort County,13,130,Beaufort County,64945
G4500150,2010,South Carolina,45,450,Berkeley County,15,150,Berkeley County,65419
G4500170,2010,South Carolina,45,450,Calhoun County,17,170,Calhoun County,6080
G4500190,2010,South Carolina,45,450,Charleston County,19,190,Charleston County,144309
G4500210,2010,South Carolina,45,450,Cherokee County,21,210,Cherokee County,21519
G4500230,2010,South Carolina,45,450,Chester County,23,230,Chester County,12876
G4500250,2010,South Carolina,45,450,Chesterfield County,25,250,Chesterfield County,18173
G4500270,2010,South Carolina,45,450,Clarendon County,27,270,Clarendon County,13132
G4500290,2010,South Carolina,45,450,Colleton County,29,290,Colleton County,15131
G4500310,2010,South Carolina,45,450,Darlington County,31,310,Darlington County,26531
G4500330,2010,South Carolina,45,450,Dillon County,33,330,Dillon County,11923
G4500350,2010,South Carolina,45,450,Dorchester County,35,350,Dorchester County,50259
G4500370,2010,South Carolina,45,450,Edgefield County,37,370,Edgefield County,9348
G4500390,2010,South Carolina,45,450,Fairfield County,39,390,Fairfield County,9419
G4500410,2010,South Carolina,45,450,Florence County,41,410,Florence County,52653
G4500430,2010,South Carolina,45,450,Georgetown County,43,430,Georgetown County,24524
G4500450,2010,South Carolina,45,450,Greenville County,45,450,Greenville County,176531
G4500470,2010,South Carolina,45,450,Greenwood County,47,470,Greenwood County,27547
G4500490,2010,South Carolina,45,450,Hampton County,49,490,Hampton County,7598
G4500510,2010,South Carolina,45,450,Horry County,51,510,Horry County,112225
G4500530,2010,South Carolina,45,450,Jasper County,53,530,Jasper County,8517
G4500550,2010,South Carolina,45,450,Kershaw County,55,550,Kershaw County,23928
G4500570,2010,South Carolina,45,450,Lancaster County,57,570,Lancaster County,29697
G4500590,2010,South Carolina,45,450,Laurens County,59,590,Laurens County,25525
G4500610,2010,South Carolina,45,450,Lee County,61,610,Lee County,6797
G4500630,2010,South Carolina,45,450,Lexington County,63,630,Lexington County,102733
G4500650,2010,South Carolina,45,450,McCormick County,65,650,McCormick County,4027
G4500670,2010,South Carolina,45,450,Marion County,67,670,Marion County,13058
G4500690,2010,South Carolina,45,450,Marlboro County,69,690,Marlboro County,10383
G4500710,2010,South Carolina,45,450,Newberry County,71,710,Newberry County,14709
G4500730,2010,South Carolina,45,450,Oconee County,73,730,Oconee County,30676
G4500750,2010,South Carolina,45,450,Orangeburg County,75,750,Orangeburg County,35788
G4500770,2010,South Carolina,45,450,Pickens County,77,770,Pickens County,45228
G4500790,2010,South Carolina,45,450,Richland County,79,790,Richland County,145194
G4500810,2010,South Carolina,45,450,Saluda County,81,810,Saluda County,7527
G4500830,2010,South Carolina,45,450,Spartanburg County,83,830,Spartanburg County,109246
G4500850,2010,South Carolina,45,450,Sumter County,85,850,Sumter County,40398
G4500870,2010,South Carolina,45,450,Union County,87,870,Union County,11974
G4500890,2010,South Carolina,45,450,Williamsburg County,89,890,Williamsburg County,13007
G4500910,2010,South Carolina,45,450,York County,91,910,York County,85864
G4600030,2010,South Dakota,46,460,Aurora County,3,30,Aurora County,1102
G4600050,2010,South Dakota,46,460,Beadle County,5,50,Beadle County,7276
G4600070,2010,South Dakota,46,460,Bennett County,7,70,Bennett County,1090
G4600090,2010,South Dakota,46,460,Bon Homme County,9,90,Bon Homme County,2457
G4600110,2010,South Dakota,46,460,Brookings County,11,110,Brookings County,12029
G4600130,2010,South Dakota,46,460,Brown County,13,130,Brown County,15489
G4600150,2010,South Dakota,46,460,Brule County,15,150,Brule County,2136
G4600170,2010,South Dakota,46,460,Buffalo County,17,170,Buffalo County,532
G4600190,2010,South Dakota,46,460,Butte County,19,190,Butte County,4160
G4600210,2010,South Dakota,46,460,Campbell County,21,210,Campbell County,694
G4600230,2010,South Dakota,46,460,Charles Mix County,23,230,Charles Mix County,3249
G4600250,2010,South Dakota,46,460,Clark County,25,250,Clark County,1445
G4600270,2010,South Dakota,46,460,Clay County,27,270,Clay County,5110
G4600290,2010,South Dakota,46,460,Codington County,29,290,Codington County,11432
G4600310,2010,South Dakota,46,460,Corson County,31,310,Corson County,1260
G4600330,2010,South Dakota,46,460,Custer County,33,330,Custer County,3636
G4600350,2010,South Dakota,46,460,Davison County,35,350,Davison County,8296
G4600370,2010,South Dakota,46,460,Day County,37,370,Day County,2504
G4600390,2010,South Dakota,46,460,Deuel County,39,390,Deuel County,1819
G4600410,2010,South Dakota,46,460,Dewey County,41,410,Dewey County,1730
G4600430,2010,South Dakota,46,460,Douglas County,43,430,Douglas County,1210
G4600450,2010,South Dakota,46,460,Edmunds County,45,450,Edmunds County,1607
G4600470,2010,South Dakota,46,460,Fall River County,47,470,Fall River County,3272
G4600490,2010,South Dakota,46,460,Faulk County,49,490,Faulk County,869
G4600510,2010,South Dakota,46,460,Grant County,51,510,Grant County,3089
G4600530,2010,South Dakota,46,460,Gregory County,53,530,Gregory County,1936
G4600550,2010,South Dakota,46,460,Haakon County,55,550,Haakon County,850
G4600570,2010,South Dakota,46,460,Hamlin County,57,570,Hamlin County,2108
G4600590,2010,South Dakota,46,460,Hand County,59,590,Hand County,1494
G4600610,2010,South Dakota,46,460,Hanson County,61,610,Hanson County,1045
G4600630,2010,South Dakota,46,460,Harding County,63,630,Harding County,539
G4600650,2010,South Dakota,46,460,Hughes County,65,650,Hughes County,7066
G4600670,2010,South Dakota,46,460,Hutchinson County,67,670,Hutchinson County,2930
G4600690,2010,South Dakota,46,460,Hyde County,69,690,Hyde County,600
G4600710,2010,South Dakota,46,460,Jackson County,71,710,Jackson County,996
G4600730,2010,South Dakota,46,460,Jerauld County,73,730,Jerauld County,870
G4600750,2010,South Dakota,46,460,Jones County,75,750,Jones County,458
G4600770,2010,South Dakota,46,460,Kingsbury County,77,770,Kingsbury County,2222
G4600790,2010,South Dakota,46,460,Lake County,79,790,Lake County,4483
G4600810,2010,South Dakota,46,460,Lawrence County,81,810,Lawrence County,10536
G4600830,2010,South Dakota,46,460,Lincoln County,83,830,Lincoln County,16649
G4600850,2010,South Dakota,46,460,Lyman County,85,850,Lyman County,1392
G4600870,2010,South Dakota,46,460,McCook County,87,870,McCook County,2168
G4600890,2010,South Dakota,46,460,McPherson County,89,890,McPherson County,1025
G4600910,2010,South Dakota,46,460,Marshall County,91,910,Marshall County,1815
G4600930,2010,South Dakota,46,460,Meade County,93,930,Meade County,9903
G4600950,2010,South Dakota,46,460,Mellette County,95,950,Mellette County,693
G4600970,2010,South Dakota,46,460,Miner County,97,970,Miner County,1032
G4600990,2010,South Dakota,46,460,Minnehaha County,99,990,Minnehaha County,67028
G4601010,2010,South Dakota,46,460,Moody County,101,1010,Moody County,2554
G4601030,2010,South Dakota,46,460,Pennington County,103,1030,Pennington County,41251
G4601050,2010,South Dakota,46,460,Perkins County,105,1050,Perkins County,1291
G4601070,2010,South Dakota,46,460,Potter County,107,1070,Potter County,1062
G4601090,2010,South Dakota,46,460,Roberts County,109,1090,Roberts County,3823
G4601110,2010,South Dakota,46,460,Sanborn County,111,1110,Sanborn County,975
G4601130,2010,South Dakota,46,460,Shannon County,113,1130,Shannon County,3144
G4601150,2010,South Dakota,46,460,Spink County,115,1150,Spink County,2608
G4601170,2010,South Dakota,46,460,Stanley County,117,1170,Stanley County,1228
G4601190,2010,South Dakota,46,460,Sully County,119,1190,Sully County,610
G4601210,2010,South Dakota,46,460,Todd County,121,1210,Todd County,2780
G4601230,2010,South Dakota,46,460,Tripp County,123,1230,Tripp County,2419
G4601250,2010,South Dakota,46,460,Turner County,125,1250,Turner County,3452
G4601270,2010,South Dakota,46,460,Union County,127,1270,Union County,5756
G4601290,2010,South Dakota,46,460,Walworth County,129,1290,Walworth County,2392
G4601350,2010,South Dakota,46,460,Yankton County,135,1350,Yankton County,8770
G4601370,2010,South Dakota,46,460,Ziebach County,137,1370,Ziebach County,836
G4700010,2010,Tennessee,47,470,Anderson County,1,10,Anderson County,31253
G4700030,2010,Tennessee,47,470,Bedford County,3,30,Bedford County,16530
G4700050,2010,Tennessee,47,470,Benton County,5,50,Benton County,7063
G4700070,2010,Tennessee,47,470,Bledsoe County,7,70,Bledsoe County,4697
G4700090,2010,Tennessee,47,470,Blount County,9,90,Blount County,49265
G4700110,2010,Tennessee,47,470,Bradley County,11,110,Bradley County,37947
G4700130,2010,Tennessee,47,470,Campbell County,13,130,Campbell County,16354
G4700150,2010,Tennessee,47,470,Cannon County,15,150,Cannon County,5472
G4700170,2010,Tennessee,47,470,Carroll County,17,170,Carroll County,11507
G4700190,2010,Tennessee,47,470,Carter County,19,190,Carter County,24197
G4700210,2010,Tennessee,47,470,Cheatham County,21,210,Cheatham County,14520
G4700230,2010,Tennessee,47,470,Chester County,23,230,Chester County,6208
G4700250,2010,Tennessee,47,470,Claiborne County,25,250,Claiborne County,12853
G4700270,2010,Tennessee,47,470,Clay County,27,270,Clay County,3358
G4700290,2010,Tennessee,47,470,Cocke County,29,290,Cocke County,14788
G4700310,2010,Tennessee,47,470,Coffee County,31,310,Coffee County,20926
G4700330,2010,Tennessee,47,470,Crockett County,33,330,Crockett County,5709
G4700350,2010,Tennessee,47,470,Cumberland County,35,350,Cumberland County,23791
G4700370,2010,Tennessee,47,470,Davidson County,37,370,Davidson County,259499
G4700390,2010,Tennessee,47,470,Decatur County,39,390,Decatur County,4927
G4700410,2010,Tennessee,47,470,DeKalb County,41,410,DeKalb County,7420
G4700430,2010,Tennessee,47,470,Dickson County,43,430,Dickson County,19107
G4700450,2010,Tennessee,47,470,Dyer County,45,450,Dyer County,15183
G4700470,2010,Tennessee,47,470,Fayette County,47,470,Fayette County,14505
G4700490,2010,Tennessee,47,470,Fentress County,49,490,Fentress County,7250
G4700510,2010,Tennessee,47,470,Franklin County,51,510,Franklin County,16011
G4700530,2010,Tennessee,47,470,Gibson County,53,530,Gibson County,19690
G4700550,2010,Tennessee,47,470,Giles County,55,550,Giles County,11875
G4700570,2010,Tennessee,47,470,Grainger County,57,570,Grainger County,9029
G4700590,2010,Tennessee,47,470,Greene County,59,590,Greene County,28018
G4700610,2010,Tennessee,47,470,Grundy County,61,610,Grundy County,5405
G4700630,2010,Tennessee,47,470,Hamblen County,63,630,Hamblen County,24560
G4700650,2010,Tennessee,47,470,Hamilton County,65,650,Hamilton County,136682
G4700670,2010,Tennessee,47,470,Hancock County,67,670,Hancock County,2825
G4700690,2010,Tennessee,47,470,Hardeman County,69,690,Hardeman County,9301
G4700710,2010,Tennessee,47,470,Hardin County,71,710,Hardin County,10643
G4700730,2010,Tennessee,47,470,Hawkins County,73,730,Hawkins County,23343
G4700750,2010,Tennessee,47,470,Haywood County,75,750,Haywood County,7459
G4700770,2010,Tennessee,47,470,Henderson County,77,770,Henderson County,11224
G4700790,2010,Tennessee,47,470,Henry County,79,790,Henry County,13604
G4700810,2010,Tennessee,47,470,Hickman County,81,810,Hickman County,8976
G4700830,2010,Tennessee,47,470,Houston County,83,830,Houston County,3349
G4700850,2010,Tennessee,47,470,Humphreys County,85,850,Humphreys County,7454
G4700870,2010,Tennessee,47,470,Jackson County,87,870,Jackson County,4789
G4700890,2010,Tennessee,47,470,Jefferson County,89,890,Jefferson County,19864
G4700910,2010,Tennessee,47,470,Johnson County,91,910,Johnson County,7195
G4700930,2010,Tennessee,47,470,Knox County,93,930,Knox County,177249
G4700950,2010,Tennessee,47,470,Lake County,95,950,Lake County,2270
G4700970,2010,Tennessee,47,470,Lauderdale County,97,970,Lauderdale County,9795
G4700990,2010,Tennessee,47,470,Lawrence County,99,990,Lawrence County,16275
G4701010,2010,Tennessee,47,470,Lewis County,101,1010,Lewis County,4781
G4701030,2010,Tennessee,47,470,Lincoln County,103,1030,Lincoln County,13382
G4701050,2010,Tennessee,47,470,Loudon County,105,1050,Loudon County,19826
G4701070,2010,Tennessee,47,470,McMinn County,107,1070,McMinn County,20865
G4701090,2010,Tennessee,47,470,McNairy County,109,1090,McNairy County,10326
G4701110,2010,Tennessee,47,470,Macon County,111,1110,Macon County,8561
G4701130,2010,Tennessee,47,470,Madison County,113,1130,Madison County,38073
G4701150,2010,Tennessee,47,470,Marion County,115,1150,Marion County,11403
G4701170,2010,Tennessee,47,470,Marshall County,117,1170,Marshall County,11850
G4701190,2010,Tennessee,47,470,Maury County,119,1190,Maury County,31663
G4701210,2010,Tennessee,47,470,Meigs County,121,1210,Meigs County,4686
G4701230,2010,Tennessee,47,470,Monroe County,123,1230,Monroe County,17711
G4701250,2010,Tennessee,47,470,Montgomery County,125,1250,Montgomery County,63673
G4701270,2010,Tennessee,47,470,Moore County,127,1270,Moore County,2492
G4701290,2010,Tennessee,47,470,Morgan County,129,1290,Morgan County,7692
G4701310,2010,Tennessee,47,470,Obion County,131,1310,Obion County,13077
G4701330,2010,Tennessee,47,470,Overton County,133,1330,Overton County,8820
G4701350,2010,Tennessee,47,470,Perry County,135,1350,Perry County,3160
G4701370,2010,Tennessee,47,470,Pickett County,137,1370,Pickett County,2177
G4701390,2010,Tennessee,47,470,Polk County,139,1390,Polk County,6653
G4701410,2010,Tennessee,47,470,Putnam County,141,1410,Putnam County,28930
G4701430,2010,Tennessee,47,470,Rhea County,143,1430,Rhea County,12276
G4701450,2010,Tennessee,47,470,Roane County,145,1450,Roane County,22376
G4701470,2010,Tennessee,47,470,Robertson County,147,1470,Robertson County,24197
G4701490,2010,Tennessee,47,470,Rutherford County,149,1490,Rutherford County,96232
G4701510,2010,Tennessee,47,470,Scott County,151,1510,Scott County,8671
G4701530,2010,Tennessee,47,470,Sequatchie County,153,1530,Sequatchie County,5519
G4701550,2010,Tennessee,47,470,Sevier County,155,1550,Sevier County,35343
G4701570,2010,Tennessee,47,470,Shelby County,157,1570,Shelby County,350971
G4701590,2010,Tennessee,47,470,Smith County,159,1590,Smith County,7410
G4701610,2010,Tennessee,47,470,Stewart County,161,1610,Stewart County,5386
G4701630,2010,Tennessee,47,470,Sullivan County,163,1630,Sullivan County,66298
G4701650,2010,Tennessee,47,470,Sumner County,165,1650,Sumner County,60975
G4701670,2010,Tennessee,47,470,Tipton County,167,1670,Tipton County,21617
G4701690,2010,Tennessee,47,470,Trousdale County,169,1690,Trousdale County,2976
G4701710,2010,Tennessee,47,470,Unicoi County,171,1710,Unicoi County,7726
G4701730,2010,Tennessee,47,470,Union County,173,1730,Union County,7391
G4701750,2010,Tennessee,47,470,Van Buren County,175,1750,Van Buren County,2246
G4701770,2010,Tennessee,47,470,Warren County,177,1770,Warren County,15850
G4701790,2010,Tennessee,47,470,Washington County,179,1790,Washington County,51322
G4701810,2010,Tennessee,47,470,Wayne County,181,1810,Wayne County,6136
G4701830,2010,Tennessee,47,470,Weakley County,183,1830,Weakley County,13898
G4701850,2010,Tennessee,47,470,White County,185,1850,White County,10272
G4701870,2010,Tennessee,47,470,Williamson County,187,1870,Williamson County,64886
G4701890,2010,Tennessee,47,470,Wilson County,189,1890,Wilson County,42563
G4800010,2010,Texas,48,480,Anderson County,1,10,Anderson County,17218
G4800030,2010,Texas,48,480,Andrews County,3,30,Andrews County,5259
G4800050,2010,Texas,48,480,Angelina County,5,50,Angelina County,31090
G4800070,2010,Texas,48,480,Aransas County,7,70,Aransas County,9795
G4800090,2010,Texas,48,480,Archer County,9,90,Archer County,3538
G4800110,2010,Texas,48,480,Armstrong County,11,110,Armstrong County,751
G4800130,2010,Texas,48,480,Atascosa County,13,130,Atascosa County,15246
G4800150,2010,Texas,48,480,Austin County,15,150,Austin County,10837
G4800170,2010,Texas,48,480,Bailey County,17,170,Bailey County,2468
G4800190,2010,Texas,48,480,Bandera County,19,190,Bandera County,8564
G4800210,2010,Texas,48,480,Bastrop County,21,210,Bastrop County,25840
G4800230,2010,Texas,48,480,Baylor County,23,230,Baylor County,1669
G4800250,2010,Texas,48,480,Bee County,25,250,Bee County,9042
G4800270,2010,Texas,48,480,Bell County,27,270,Bell County,114035
G4800290,2010,Texas,48,480,Bexar County,29,290,Bexar County,608931
G4800310,2010,Texas,48,480,Blanco County,31,310,Blanco County,4309
G4800330,2010,Texas,48,480,Borden County,33,330,Borden County,264
G4800350,2010,Texas,48,480,Bosque County,35,350,Bosque County,7254
G4800370,2010,Texas,48,480,Bowie County,37,370,Bowie County,34669
G4800390,2010,Texas,48,480,Brazoria County,39,390,Brazoria County,106589
G4800410,2010,Texas,48,480,Brazos County,41,410,Brazos County,71739
G4800430,2010,Texas,48,480,Brewster County,43,430,Brewster County,4207
G4800450,2010,Texas,48,480,Briscoe County,45,450,Briscoe County,692
G4800470,2010,Texas,48,480,Brooks County,47,470,Brooks County,2642
G4800490,2010,Texas,48,480,Brown County,49,490,Brown County,14778
G4800510,2010,Texas,48,480,Burleson County,51,510,Burleson County,6822
G4800530,2010,Texas,48,480,Burnet County,53,530,Burnet County,16511
G4800550,2010,Texas,48,480,Caldwell County,55,550,Caldwell County,12301
G4800570,2010,Texas,48,480,Calhoun County,57,570,Calhoun County,7766
G4800590,2010,Texas,48,480,Callahan County,59,590,Callahan County,5447
G4800610,2010,Texas,48,480,Cameron County,61,610,Cameron County,119631
G4800630,2010,Texas,48,480,Camp County,63,630,Camp County,4678
G4800650,2010,Texas,48,480,Carson County,65,650,Carson County,2452
G4800670,2010,Texas,48,480,Cass County,67,670,Cass County,12429
G4800690,2010,Texas,48,480,Castro County,69,690,Castro County,2744
G4800710,2010,Texas,48,480,Chambers County,71,710,Chambers County,11952
G4800730,2010,Texas,48,480,Cherokee County,73,730,Cherokee County,17894
G4800750,2010,Texas,48,480,Childress County,75,750,Childress County,2326
G4800770,2010,Texas,48,480,Clay County,77,770,Clay County,4319
G4800790,2010,Texas,48,480,Cochran County,79,790,Cochran County,1113
G4800810,2010,Texas,48,480,Coke County,81,810,Coke County,1466
G4800830,2010,Texas,48,480,Coleman County,83,830,Coleman County,3857
G4800850,2010,Texas,48,480,Collin County,85,850,Collin County,283759
G4800870,2010,Texas,48,480,Collingsworth County,87,870,Collingsworth County,1179
G4800890,2010,Texas,48,480,Colorado County,89,890,Colorado County,8182
G4800910,2010,Texas,48,480,Comal County,91,910,Comal County,41363
G4800930,2010,Texas,48,480,Comanche County,93,930,Comanche County,5580
G4800950,2010,Texas,48,480,Concho County,95,950,Concho County,1041
G4800970,2010,Texas,48,480,Cooke County,97,970,Cooke County,14513
G4800990,2010,Texas,48,480,Coryell County,99,990,Coryell County,22545
G4801010,2010,Texas,48,480,Cottle County,101,1010,Cottle County,677
G4801030,2010,Texas,48,480,Crane County,103,1030,Crane County,1471
G4801050,2010,Texas,48,480,Crockett County,105,1050,Crockett County,1422
G4801070,2010,Texas,48,480,Crosby County,107,1070,Crosby County,2237
G4801090,2010,Texas,48,480,Culberson County,109,1090,Culberson County,908
G4801110,2010,Texas,48,480,Dallam County,111,1110,Dallam County,2448
G4801130,2010,Texas,48,480,Dallas County,113,1130,Dallas County,855960
G4801150,2010,Texas,48,480,Dawson County,115,1150,Dawson County,4385
G4801170,2010,Texas,48,480,Deaf Smith County,117,1170,Deaf Smith County,6365
G4801190,2010,Texas,48,480,Delta County,119,1190,Delta County,2088
G4801210,2010,Texas,48,480,Denton County,121,1210,Denton County,240289
G4801230,2010,Texas,48,480,DeWitt County,123,1230,DeWitt County,7407
G4801250,2010,Texas,48,480,Dickens County,125,1250,Dickens County,930
G4801270,2010,Texas,48,480,Dimmit County,127,1270,Dimmit County,3421
G4801290,2010,Texas,48,480,Donley County,129,1290,Donley County,1517
G4801310,2010,Texas,48,480,Duval County,131,1310,Duval County,4090
G4801330,2010,Texas,48,480,Eastland County,133,1330,Eastland County,7465
G4801350,2010,Texas,48,480,Ector County,135,1350,Ector County,48688
G4801370,2010,Texas,48,480,Edwards County,137,1370,Edwards County,839
G4801390,2010,Texas,48,480,Ellis County,139,1390,Ellis County,50503
G4801410,2010,Texas,48,480,El Paso County,141,1410,El Paso County,256557
G4801430,2010,Texas,48,480,Erath County,143,1430,Erath County,14569
G4801450,2010,Texas,48,480,Falls County,145,1450,Falls County,6302
G4801470,2010,Texas,48,480,Fannin County,147,1470,Fannin County,12149
G4801490,2010,Texas,48,480,Fayette County,149,1490,Fayette County,10078
G4801510,2010,Texas,48,480,Fisher County,151,1510,Fisher County,1668
G4801530,2010,Texas,48,480,Floyd County,153,1530,Floyd County,2402
G4801550,2010,Texas,48,480,Foard County,155,1550,Foard County,573
G4801570,2010,Texas,48,480,Fort Bend County,157,1570,Fort Bend County,187384
G4801590,2010,Texas,48,480,Franklin County,159,1590,Franklin County,4159
G4801610,2010,Texas,48,480,Freestone County,161,1610,Freestone County,7259
G4801630,2010,Texas,48,480,Frio County,163,1630,Frio County,4854
G4801650,2010,Texas,48,480,Gaines County,165,1650,Gaines County,5606
G4801670,2010,Texas,48,480,Galveston County,167,1670,Galveston County,108969
G4801690,2010,Texas,48,480,Garza County,169,1690,Garza County,1671
G4801710,2010,Texas,48,480,Gillespie County,171,1710,Gillespie County,10572
G4801730,2010,Texas,48,480,Glasscock County,173,1730,Glasscock County,441
G4801750,2010,Texas,48,480,Goliad County,175,1750,Goliad County,2868
G4801770,2010,Texas,48,480,Gonzales County,177,1770,Gonzales County,7120
G4801790,2010,Texas,48,480,Gray County,179,1790,Gray County,8443
G4801810,2010,Texas,48,480,Grayson County,181,1810,Grayson County,46905
G4801830,2010,Texas,48,480,Gregg County,183,1830,Gregg County,45798
G4801850,2010,Texas,48,480,Grimes County,185,1850,Grimes County,8902
G4801870,2010,Texas,48,480,Guadalupe County,187,1870,Guadalupe County,45762
G4801890,2010,Texas,48,480,Hale County,189,1890,Hale County,11846
G4801910,2010,Texas,48,480,Hall County,191,1910,Hall County,1372
G4801930,2010,Texas,48,480,Hamilton County,193,1930,Hamilton County,3442
G4801950,2010,Texas,48,480,Hansford County,195,1950,Hansford County,2006
G4801970,2010,Texas,48,480,Hardeman County,197,1970,Hardeman County,1722
G4801990,2010,Texas,48,480,Hardin County,199,1990,Hardin County,20462
G4802010,2010,Texas,48,480,Harris County,201,2010,Harris County,1435155
G4802030,2010,Texas,48,480,Harrison County,203,2030,Harrison County,24523
G4802050,2010,Texas,48,480,Hartley County,205,2050,Hartley County,1771
G4802070,2010,Texas,48,480,Haskell County,207,2070,Haskell County,2297
G4802090,2010,Texas,48,480,Hays County,209,2090,Hays County,55245
G4802110,2010,Texas,48,480,Hemphill County,211,2110,Hemphill County,1382
G4802130,2010,Texas,48,480,Henderson County,213,2130,Henderson County,31020
G4802150,2010,Texas,48,480,Hidalgo County,215,2150,Hidalgo County,216471
G4802170,2010,Texas,48,480,Hill County,217,2170,Hill County,13238
G4802190,2010,Texas,48,480,Hockley County,219,2190,Hockley County,8242
G4802210,2010,Texas,48,480,Hood County,221,2210,Hood County,20795
G4802230,2010,Texas,48,480,Hopkins County,223,2230,Hopkins County,13308
G4802250,2010,Texas,48,480,Houston County,225,2250,Houston County,8656
G4802270,2010,Texas,48,480,Howard County,227,2270,Howard County,11333
G4802290,2010,Texas,48,480,Hudspeth County,229,2290,Hudspeth County,1174
G4802310,2010,Texas,48,480,Hunt County,231,2310,Hunt County,32076
G4802330,2010,Texas,48,480,Hutchinson County,233,2330,Hutchinson County,8812
G4802350,2010,Texas,48,480,Irion County,235,2350,Irion County,653
G4802370,2010,Texas,48,480,Jack County,237,2370,Jack County,3136
