gisjoin,year,state,county,total_households,total_families,agg_fam_incom,agg_unrel_incom,agg_prop_val,mean_pro_value,mean_fam_incom,mean_hous_incom,mean_hous_incom_2,mean_hous_incom_3,sum_agg_incom
G2700690,1970,Minnesota,Kittson County,2249,1754,14015700,1995650,9296750,4133.726100489106,7990.706955530217,6231.969764339707,7119.319697643397,887.3499333036905,16011350
G2700710,1970,Minnesota,Koochiching County,5215,4199,39830400,4051050,32593500,6249.952061361458,9485.687068349607,7637.660594439118,8414.467881112176,776.8072866730585,43881450
G2700730,1970,Minnesota,Lac qui Parle County,3615,2911,21689350,2028500,14451250,3997.579529737206,7450.824458948815,5999.820193637621,6560.954356846473,561.134163208852,23717850
G2700750,1970,Minnesota,Lake County,3952,3275,31464250,2696650,30477250,7711.8547570850205,9607.404580152672,7961.601720647774,8643.952429149798,682.3507085020243,34160900
G2700770,1970,Minnesota,Lake of the Woods County,1239,1011,7270000,1059100,4110000,3317.1912832929784,7190.900098911969,5867.635189669088,6722.437449556093,854.8022598870057,8329100
G2700790,1970,Minnesota,Le Sueur County,6507,5278,51888250,4455600,50410750,7747.156907945289,9831.043956043955,7974.2200706931,8658.959581988627,684.7395112955279,56343850
G2700810,1970,Minnesota,Lincoln County,2579,2050,13272400,1187800,10589750,4106.145792943001,6474.341463414634,5146.335789065529,5606.901899961225,460.566110895696,14460200
G2700830,1970,Minnesota,Lyon County,7037,5629,50783800,7716000,54334750,7721.2945857609775,9021.815597797122,7216.683245701293,8313.173227227511,1096.4899815262186,58499800
G2700850,1970,Minnesota,McLeod County,8530,7099,69148300,6359350,75386000,8837.749120750294,9740.569094238625,8106.483001172333,8852.010550996483,745.52754982415,75507650
G2700870,1970,Minnesota,Mahnomen County,1592,1309,9708150,768350,6027000,3785.8040201005024,7416.46294881589,6098.084170854271,6580.71608040201,482.6319095477387,10476500
G2700890,1970,Minnesota,Marshall County,3958,3217,23533000,2341650,12517750,3162.645275391612,7315.200497357787,5945.679636179889,6537.304194037392,591.6245578575038,25874650
G2700910,1970,Minnesota,Martin County,8015,6435,60315150,6328950,60224500,7513.9737991266375,9372.983682983682,7525.28384279476,8314.92202121023,789.638178415471,66644100
G2700930,1970,Minnesota,Meeker County,5792,4734,39495000,3256700,34992000,6041.436464088398,8342.839036755386,6818.888121546961,7381.16367403315,562.2755524861878,42751700
G2700950,1970,Minnesota,Mille Lacs County,4885,3987,31583800,3330600,25036000,5125.076765609007,7921.695510408828,6465.46571136131,7147.267144319345,681.8014329580348,34914400
G2700970,1970,Minnesota,Morrison County,7441,6099,50933750,5148700,38825750,5217.8134659319985,8351.164125266438,6845.014111006585,7536.950678672221,691.9365676656363,56082450
G2700990,1970,Minnesota,Mower County,13417,11025,115068600,10465600,120241500,8961.876723559662,10437.061224489797,8576.328538421405,9356.353879406723,780.0253409853171,125534200
G2701010,1970,Minnesota,Murray County,3718,3072,27632600,3109250,16252750,4371.369015599785,8994.986979166666,7432.114039806347,8268.383539537386,836.2694997310382,30741850
G2701030,1970,Minnesota,Nicollet County,6655,5386,55397150,7320950,61836000,9291.660405709992,10285.397326401782,8324.139744552967,9424.207362885048,1100.067618332081,62718100
G2701050,1970,Minnesota,Nobles County,7025,5717,52034050,5348900,48252750,6868.718861209964,9101.635473150254,7406.982206405694,8168.391459074733,761.4092526690391,57382950
G2701070,1970,Minnesota,Norman County,3298,2579,17826700,2263950,13175750,3995.072771376592,6912.252811167119,5405.306246209824,6091.767738023044,686.4614918132202,20090650
G2701090,1970,Minnesota,Olmsted County,25202,19860,238862300,35622000,305951250,12139.95913022776,12027.306143001008,9477.910483294976,10891.369732560908,1413.4592492659312,274484300
G2701110,1970,Minnesota,Otter Tail County,14428,11617,92827800,9399600,82687000,5731.009148877183,7990.686063527589,6433.8647075131685,7085.347934571666,651.4832270584974,102227400
G2701130,1970,Minnesota,Pennington County,4164,3203,30172900,3810600,26335000,6324.447646493756,9420.199812675617,7246.133525456292,8161.26320845341,915.1296829971182,33983500
G2701150,1970,Minnesota,Pine County,5169,4139,32557100,3461900,19618750,3795.463339137164,7865.933800434887,6298.529696266202,6968.2723931127875,669.7426968465854,36019000
G2701170,1970,Minnesota,Pipestone County,4062,3215,25799350,2852400,25566750,6294.128508124077,8024.681181959564,6351.390940423436,7053.606597735105,702.2156573116691,28651750
G2701190,1970,Minnesota,Polk County,10502,8433,71448850,8726050,61924250,5896.424490573224,8472.530534803747,6803.356503523139,7634.250618929727,830.8941154065892,80174900
G2701210,1970,Minnesota,Pope County,3519,2894,30253950,2117400,17338750,4927.18101733447,10454.025570145128,8597.314578005115,9199.019607843138,601.7050298380221,32371350
G2701230,1970,Minnesota,Ramsey County,148938,114167,1451455000,220294950,1856982500,12468.15789120305,12713.437333029684,9745.36384267279,11224.468906524862,1479.1050638520726,1671749950
G2701250,1970,Minnesota,Red Lake County,1529,1261,9659250,803950,5169750,3381.131458469588,7659.992069785884,6317.364290385874,6843.1654676258995,525.8011772400262,10463200
G2701270,1970,Minnesota,Redwood County,6166,4956,41460300,4376550,34349500,5570.791436912099,8365.677966101695,6724.018812844632,7433.806357444048,709.7875445994162,45836850
G2701290,1970,Minnesota,Renville County,6544,5278,42037850,3973800,32511250,4968.10055012225,7964.730958696476,6423.876833740831,7031.12011002445,607.2432762836186,46011650
G2701310,1970,Minnesota,Rice County,11065,8833,92311100,13720550,102504000,9263.804789877993,10450.707573870712,8342.620876638048,9582.616357885223,1239.9954812471758,106031650
G2701330,1970,Minnesota,Rock County,3494,2842,26066550,2737500,21745500,6223.66914710933,9171.903589021817,7460.374928448769,8243.860904407557,783.4859759587865,28804050
G2701350,1970,Minnesota,Roseau County,3463,2836,23737850,1610600,12436750,3591.3225526999713,8370.186882933709,6854.706901530465,7319.794975454808,465.08807392434306,25348450
G2701370,1970,Minnesota,St. Louis County,70176,54449,533960700,73195750,587138500,8366.656691746466,9806.620874579881,7608.879103967169,8651.910197218422,1043.0310932512539,607156450
G2701390,1970,Minnesota,Scott County,8498,7404,86155800,6309000,104912500,12345.551894563427,11636.385737439223,10138.36196752177,10880.771946340315,742.4099788185456,92464800
G2701410,1970,Minnesota,Sherburne County,4953,4180,42928100,3220650,42475250,8575.661215424994,10269.88038277512,8667.090652130022,9317.332929537653,650.2422774076317,46148750
G2701430,1970,Minnesota,Sibley County,4820,4028,35129550,2713100,26477500,5493.2572614107885,8721.33813306852,7288.288381742738,7851.172199170124,562.8838174273859,37842650
G2701450,1970,Minnesota,Stearns County,23168,19123,179472950,26475950,208271250,8989.60851174033,9385.187993515661,7746.587966160221,8889.36895718232,1142.7809910220994,205948900
G2701470,1970,Minnesota,Steele County,8247,6744,68912400,7279800,82624500,10018.734085121863,10218.327402135232,8356.056747908331,9238.77773735904,882.7209894507093,76192200
G2701490,1970,Minnesota,Stevens County,3250,2551,23280500,3318300,17849750,5492.2307692307695,9126.029008232066,7163.2307692307695,8184.246153846154,1021.0153846153846,26598800
G2701510,1970,Minnesota,Swift County,4202,3318,24939100,2845550,22469250,5347.275107091861,7516.305003013864,5935.054735840076,6612.244169443123,677.1894336030462,27784650
G2701530,1970,Minnesota,Todd County,6764,5529,37957700,3759950,25558000,3778.5334121821406,6865.201663953699,5611.72383205204,6167.60053222945,555.8767001774098,41717650
G2701550,1970,Minnesota,Traverse County,1966,1576,12967950,1588650,8473500,4310.02034587996,8228.394670050762,6596.108850457782,7404.170905391658,808.0620549338759,14556600
G2701570,1970,Minnesota,Wabasha County,5220,4228,39190800,3358500,33690000,6454.022988505747,9269.347209082309,7507.816091954023,8151.206896551724,643.3908045977012,42549300
G2701590,1970,Minnesota,Wadena County,3790,3039,23601450,2288200,19273250,5085.290237467018,7766.189536031589,6227.295514511873,6831.042216358839,603.7467018469657,25889650
G2701610,1970,Minnesota,Waseca County,5134,4167,41481300,3722400,41608250,8104.450720685625,9954.71562275018,8079.723412543825,8804.772107518504,725.0486949746786,45203700
G2701630,1970,Minnesota,Washington County,21300,19034,243279650,14578700,340849250,16002.31220657277,12781.32026899233,11421.579812206573,12106.025821596244,684.4460093896714,257858350
G2701650,1970,Minnesota,Watonwan County,4309,3471,29146900,2629200,26448750,6138.025063819912,8397.26303658888,6764.191227663031,7374.35599907171,610.1647714086795,31776100
G2701670,1970,Minnesota,Wilkin County,2747,2278,17929650,1815900,13455000,4898.07062249727,7870.785776997366,6526.993083363669,7188.041499817983,661.0484164543138,19745550
G2701690,1970,Minnesota,Winona County,13004,10054,96829850,15790350,108267750,8325.726699477083,9630.977720310324,7446.158874192556,8660.427560750539,1214.2686865579822,112620200
G2701710,1970,Minnesota,Wright County,10926,9282,87870850,6573450,83375750,7630.949112209409,9466.801335918983,8042.362255171151,8643.995972908659,601.6337177375069,94444300
G2701730,1970,Minnesota,Yellow Medicine County,4565,3667,31589450,3208100,23140000,5069.0032858707555,8614.521407144804,6919.923329682366,7622.683461117196,702.7601314348302,34797550
G2800010,1970,Mississippi,Adams County,11025,8964,74850350,6327300,82183000,7454.240362811792,8350.10597947345,6789.14739229025,7363.052154195011,573.9047619047619,81177650
G2800030,1970,Mississippi,Alcorn County,8801,7462,54682350,3422550,51062000,5801.8406999204635,7328.109086035915,6213.197363935917,6602.079309169412,388.8819452334962,58104900
G2800050,1970,Mississippi,Amite County,3869,3214,17934950,1099650,10329250,2669.7467045748253,5580.258245177349,4635.551822176273,4919.772551046782,284.22072887050916,19034600
G2800070,1970,Mississippi,Attala County,5972,4991,29613400,1849300,25473750,4265.530810448761,5933.360048086556,4958.707300736772,5268.369055592766,309.6617548559946,31462700
G2800090,1970,Mississippi,Benton County,2024,1760,10301950,671050,6481750,3202.445652173913,5853.380681818182,5089.896245059289,5421.442687747036,331.54644268774706,10973000
G2800110,1970,Mississippi,Bolivar County,12708,10220,66081300,7393300,67299250,5295.8175952156125,6465.880626223092,5199.976392823418,5781.759521561221,581.7831287378029,73474600
G2800130,1970,Mississippi,Calhoun County,4528,3824,23279700,1355700,18640750,4116.773409893993,6087.787656903765,5141.276501766784,5440.680212014135,299.4037102473498,24635400
G2800150,1970,Mississippi,Carroll County,2573,2225,12895300,739800,7509250,2918.4803731053244,5795.640449438202,5011.776136805285,5299.300427516518,287.524290711232,13635100
G2800170,1970,Mississippi,Chickasaw County,4949,4181,27763450,2223250,20533750,4149.070519296828,6640.385075340828,5609.911093150131,6059.143261264902,449.2321681147707,29986700
G2800190,1970,Mississippi,Choctaw County,2571,2164,11454300,709400,8570250,3333.4305717619604,5293.114602587801,4455.192532088681,4731.116297160638,275.92376507195644,12163700
G2800210,1970,Mississippi,Claiborne County,2669,2075,12526650,1670350,10969250,4109.872611464968,6036.939759036145,4693.3870363432,5319.2206819033345,625.8336455601349,14197000
G2800230,1970,Mississippi,Clarke County,4572,3785,25138300,1515000,19515000,4268.372703412074,6641.558784676354,5498.31583552056,5829.680664916886,331.36482939632543,26653300
G2800250,1970,Mississippi,Clay County,5318,4397,32401150,2660650,28734750,5403.30011282437,7368.921992267455,6092.732230161715,6593.042497179391,500.3102670176758,35061800
G2800270,1970,Mississippi,Coahoma County,11185,8658,56257400,7044500,57598500,5149.620026821636,6497.736197736198,5029.718372820742,5659.5350916405905,629.816718819848,63301900
G2800290,1970,Mississippi,Copiah County,7093,5816,36479500,2933550,30475000,4296.489496686874,6272.266162310867,5143.0283377978285,5556.61215282673,413.5838150289017,39413050
G2800310,1970,Mississippi,Covington County,3981,3428,21799350,1146950,14408750,3619.3795528761616,6359.203617269545,5475.847776940467,5763.953780457172,288.10600351670433,22946300
G2800330,1970,Mississippi,DeSoto County,9304,8390,67652250,2345300,73934250,7946.501504729149,8063.438617401669,7271.3080395528805,7523.38241616509,252.0743766122098,69997550
G2800350,1970,Mississippi,Forrest County,17546,13978,112744750,14720250,134757500,7680.2405106577,8065.871369294606,6425.666818648125,7264.618716516585,838.95189786846,127465000
G2800370,1970,Mississippi,Franklin County,2531,2013,11677450,1108250,9104750,3597.2935598577637,5801.018380526577,4613.769261161597,5051.639668115369,437.8704069537732,12785700
G2800390,1970,Mississippi,George County,3576,3144,23087200,1111650,14613500,4086.549217002237,7343.256997455471,6456.152125279642,6767.016219239374,310.8640939597315,24198850
G2800410,1970,Mississippi,Greene County,2448,2110,11258050,613600,7154500,2922.5898692810456,5335.568720379147,4598.876633986928,4849.53022875817,250.65359477124184,11871650
G2800430,1970,Mississippi,Grenada County,5886,4822,35978100,2355100,35360500,6007.560312606184,7461.240149315637,6112.487257900102,6512.6061841658175,400.11892626571523,38333200
G2800450,1970,Mississippi,Hancock County,5152,4254,33029200,3359150,41271000,8010.675465838509,7764.268923366243,6410.947204968944,7062.956133540372,652.0089285714286,36388350
G2800470,1970,Mississippi,Harrison County,37488,31450,259208300,48211900,318405000,8493.517925736236,8241.9173290938,6914.433952198036,8200.496158770806,1286.06220657277,307420200
G2800490,1970,Mississippi,Hinds County,63266,51590,510288700,60258050,612927500,9688.102614358424,9891.232797053692,8065.765181930263,9018.220687256979,952.4555053267158,570546750
G2800510,1970,Mississippi,Holmes County,6342,5079,23559100,2873150,23513250,3707.5449385052034,4638.531206930498,3714.7745190791547,4167.809839167455,453.03532008830024,26432250
G2800530,1970,Mississippi,Humphreys County,3863,3140,16405200,1716850,15401750,3986.9919751488483,5224.585987261146,4246.7512296142895,4691.1856070411595,444.4343774268703,18122050
G2800550,1970,Mississippi,Issaquena County,727,593,4207100,247800,1075750,1479.7111416781293,7094.60370994941,5786.932599724897,6127.785419532324,340.8528198074278,4454900
G2800570,1970,Mississippi,Itawamba County,5206,4696,30605550,1027900,24262250,4660.439877064925,6517.365843270869,5878.899346907415,6076.344602381867,197.44525547445255,31633450
G2800590,1970,Mississippi,Jackson County,24584,21647,206526050,15750650,236897250,9636.23698340384,9540.63149628124,8400.831841848356,9041.518874064432,640.6870322160755,222276700
G2800610,1970,Mississippi,Jasper County,4590,3917,22027100,1168800,15902500,3464.5969498910677,5623.461833035486,4798.932461873638,5053.572984749455,254.640522875817,23195900
G2800630,1970,Mississippi,Jefferson County,2422,1979,8997000,574200,6706000,2768.78612716763,4546.2354724608385,3714.6985962014865,3951.77539223782,237.0767960363336,9571200
G2800650,1970,Mississippi,Jefferson Davis County,3604,3046,19157700,1245550,13922250,3862.9994450610434,6289.4615889691395,5315.677025527192,5661.279134295228,345.6021087680355,20403250
G2800670,1970,Mississippi,Jones County,17047,14238,108378250,8448450,104123500,6108.024872411568,7611.901250175586,6357.614242975304,6853.211708805068,495.59746582976476,116826700
G2800690,1970,Mississippi,Kemper County,2808,2327,10243800,1276900,5448500,1940.3490028490028,4402.148689299527,3648.076923076923,4102.81339031339,454.73646723646726,11520700
G2800710,1970,Mississippi,Lafayette County,6431,5334,39653900,6507350,38307000,5956.616389364018,7434.176977877765,6166.05504587156,7177.927227491837,1011.8721816202768,46161250
G2800730,1970,Mississippi,Lamar County,4506,3846,26699550,1600000,21264750,4719.207723035952,6942.160686427457,5925.332889480693,6280.415002219263,355.0821127385708,28299550
G2800750,1970,Mississippi,Lauderdale County,20963,16734,133985650,17408250,136199250,6497.125888470162,8006.79156208916,6391.530315317465,7221.957735057005,830.427419739541,151393900
G2800770,1970,Mississippi,Lawrence County,3286,2768,18530800,1133250,14295000,4350.273889227024,6694.653179190752,5639.318320146074,5984.190505173463,344.8721850273889,19664050
G2800790,1970,Mississippi,Leake County,5241,4439,24477350,1694400,18016250,3437.5596260255675,5514.15859427799,4670.358710169815,4993.655790879603,323.2970807097882,26171750
G2800810,1970,Mississippi,Lee County,14422,12209,103948850,6838700,113111000,7842.9482734710855,8514.116635269063,7207.658438496741,7681.843710997087,474.1852725003467,110787550
G2800830,1970,Mississippi,Leflore County,11859,9369,67312900,7980650,65674250,5537.924782865334,7184.64083680222,5676.102538156674,6349.06400202378,672.9614638671052,75293550
G2800850,1970,Mississippi,Lincoln County,7958,6607,45403700,4090700,40250500,5057.8662980648405,6872.059936431058,5705.415933651671,6219.452123649158,514.0361899974868,49494400
G2800870,1970,Mississippi,Lowndes County,14084,11817,92666750,11198700,87823500,6235.692984947458,7841.816873995092,6579.576114740131,7374.7124396478275,795.1363249076967,103865450
G2800890,1970,Mississippi,Madison County,7593,6423,42453450,3933000,41833250,5509.449492954037,6609.598318542737,5591.129988146978,6109.107072303437,517.9770841564599,46386450
G2800910,1970,Mississippi,Marion County,6704,5626,34779700,2269250,34142250,5092.817720763723,6181.958762886598,5187.9027446300715,5526.39468973747,338.4919451073986,37048950
G2800930,1970,Mississippi,Marshall County,5806,5022,30371650,2558600,24209000,4169.652084050982,6047.720031859817,5231.079917326903,5671.7619703754735,440.6820530485704,32930250
G2800950,1970,Mississippi,Monroe County,10316,8696,60706350,4663400,56749750,5501.139007367196,6980.951011959522,5884.679139201241,6336.7341993020555,452.0550601008143,65369750
G2800970,1970,Mississippi,Montgomery County,3858,3181,18766650,1434650,18506000,4796.785899429757,5899.607041810751,4864.346811819596,5236.210471747019,371.86365992742356,20201300
G2800990,1970,Mississippi,Neshoba County,6362,5465,35630300,2022750,25622750,4027.4677774284814,6519.725526075023,5600.4872681546685,5918.429739075762,317.942470921094,37653050
G2801010,1970,Mississippi,Newton County,5853,4927,32726150,2734900,23712000,4051.255766273706,6642.206210675868,5591.346318127456,6058.610968733982,467.2646506065266,35461050
G2801030,1970,Mississippi,Noxubee County,3739,3084,16734900,1760500,13302750,3557.8363198716233,5426.3618677042805,4475.768922171704,4946.616742444504,470.8478202728002,18495400
G2801050,1970,Mississippi,Oktibbeha County,7544,6221,46163850,9209300,46589750,6175.735683987275,7420.6478058190005,6119.280222693531,7340.0251855779425,1220.7449628844115,55373150
G2801070,1970,Mississippi,Panola County,7288,6160,38230700,2825650,32680000,4484.083424807904,6206.282467532467,5245.705268935236,5633.417947310648,387.71267837541166,41056350
G2801090,1970,Mississippi,Pearl River County,8087,6897,52331800,3730050,52902750,6541.7027327810065,7587.6178048426855,6471.101768270063,6932.342030419191,461.2402621491282,56061850
G2801110,1970,Mississippi,Perry County,2603,2203,12837050,727500,9120000,3503.6496350364964,5827.076713572401,4931.636573184786,5211.121782558586,279.4852093737995,13564550
G2801130,1970,Mississippi,Pike County,9699,7771,50789200,4178650,54405250,5609.366945045881,6535.735426586025,5236.539849469017,5667.372925043819,430.8330755748015,54967850
G2801150,1970,Mississippi,Pontotoc County,5534,4712,27489250,1667100,20860000,3769.425370437297,5833.881578947368,4967.33827249729,5268.585110227684,301.2468377303939,29156350
G2801170,1970,Mississippi,Prentiss County,6330,5420,36072200,1749550,30157750,4764.257503949447,6655.387453874539,5698.609794628752,5975,276.39020537124804,37821750
G2801190,1970,Mississippi,Quitman County,4192,3471,17908100,1377050,15980500,3812.142175572519,5159.348890809565,4271.970419847328,4600.465171755725,328.49475190839695,19285150
G2801210,1970,Mississippi,Rankin County,11166,9973,82171750,4845550,78255250,7008.351244850439,8239.421437882282,7359.1035285688695,7793.0592871216195,433.95575855274944,87017300
G2801230,1970,Mississippi,Scott County,6146,5309,31851650,1821400,26690750,4342.783924503742,5999.557355434168,5182.50081353726,5478.856166612431,296.35535307517085,33673050
G2801250,1970,Mississippi,Sharkey County,2276,1870,11105050,1084700,7814500,3433.4358523725837,5938.529411764706,4879.195957820738,5355.777680140597,476.5817223198594,12189750
G2801270,1970,Mississippi,Simpson County,5831,4933,31356350,1839450,22294750,3823.4865374721317,6356.446381512264,5377.525295832619,5692.985765734866,315.4604699022466,33195800
G2801290,1970,Mississippi,Smith County,4040,3544,22908600,937150,12267000,3036.3861386138615,6464.051918735891,5670.445544554455,5902.413366336634,231.96782178217822,23845750
G2801310,1970,Mississippi,Stone County,2258,1909,14156700,1184800,11106750,4918.84410983171,7415.767417496071,6269.574844995571,6794.286979627989,524.712134632418,15341500
G2801330,1970,Mississippi,Sunflower County,9222,7590,45742150,4310300,43590250,4726.76751247018,6026.63372859025,4960.111689438299,5427.504879635654,467.39319019735416,50052450
G2801350,1970,Mississippi,Tallahatchie County,5223,4200,23301600,2090300,15412000,2950.7945625119664,5548,4461.344055140724,4861.554662071607,400.21060693088265,25391900
G2801370,1970,Mississippi,Tate County,4810,4118,27496200,2457900,21283500,4424.844074844075,6677.0762506070905,5716.465696465696,6227.463617463617,510.99792099792097,29954100
G2801390,1970,Mississippi,Tippah County,4881,4249,25974750,1289150,19682750,4032.524072935874,6113.144269239821,5321.60417947142,5585.720139315714,264.1159598442942,27263900
G2801410,1970,Mississippi,Tishomingo County,4895,4240,25350450,1335800,21617750,4416.29213483146,5978.879716981132,5178.845760980593,5451.73646578141,272.89070480081716,26686250
G2801430,1970,Mississippi,Tunica County,3073,2414,11545300,1776900,8376000,2725.6752359258053,4782.642916321458,3757.0126911812563,4335.242434103482,578.2297429222258,13322200
G2801450,1970,Mississippi,Union County,6109,5212,35429700,2061100,29022250,4750.736618104436,6797.716807367613,5799.590767719757,6136.978228842691,337.38746112293336,37490800
G2801470,1970,Mississippi,Walthall County,3586,3076,18374450,973400,10454750,2915.4350250976017,5973.488296488947,5123.940323480201,5395.384829894032,271.44450641383156,19347850
G2801490,1970,Mississippi,Warren County,13559,10758,92661450,9156050,100156000,7386.680433660299,8613.259899609593,6833.944243675787,7509.218968950512,675.2747252747253,101817500
G2801510,1970,Mississippi,Washington County,19432,15833,119627550,12529300,130657750,6723.844689172499,7555.583275437378,6156.213976945245,6800.990634005763,644.7766570605187,132156850
G2801530,1970,Mississippi,Wayne County,4735,4035,25021800,1728550,18567000,3921.224920802534,6201.189591078067,5284.435058078141,5649.493136219641,365.0580781414995,26750350
G2801550,1970,Mississippi,Webster County,3116,2658,14585900,1012450,12523500,4019.0949935815147,5487.547027840482,4680.96919127086,5005.888960205391,324.9197689345315,15598350
G2801570,1970,Mississippi,Wilkinson County,3065,2482,13227500,1354350,10854250,3541.353996737357,5329.3714746172445,4315.660685154976,4757.536704730832,441.87601957585645,14581850
G2801590,1970,Mississippi,Winston County,5450,4668,31048100,1501400,26966750,4948.027522935779,6651.263924592973,5696.899082568807,5972.385321100917,275.48623853211006,32549500
G2801610,1970,Mississippi,Yalobusha County,3626,2934,18124650,1747900,13977750,3854.8676227247656,6177.453987730061,4998.524544953117,5480.570876999448,482.04633204633205,19872550
G2801630,1970,Mississippi,Yazoo County,7739,6320,40880650,3516000,38388250,4960.363096007236,6468.4572784810125,5282.420209329371,5736.74247318775,454.32226385837964,44396650
G2900010,1970,Missouri,Adair County,7450,5395,44701150,10636100,41839000,5615.973154362416,8285.66265060241,6000.154362416108,7427.818791946309,1427.6644295302012,55337250
G2900030,1970,Missouri,Andrew County,3951,3266,26981150,2289150,22378500,5664.009111617312,8261.221677893447,6828.942039989876,7408.327005821311,579.3849658314351,29270300
G2900050,1970,Missouri,Atchison County,3143,2490,21915700,2476600,17272250,5495.466115176583,8801.4859437751,6972.860324530703,7760.833598472796,787.9732739420936,24392300
G2900070,1970,Missouri,Audrain County,8565,6856,61110100,5920000,55994250,6537.565674255692,8913.375145857643,7134.862813776999,7826.04786923526,691.1850554582603,67030100
G2900090,1970,Missouri,Barry County,6996,5565,38702450,3893450,30201250,4316.931103487707,6954.618149146451,5532.082618639222,6088.607775871927,556.5251572327044,42595900
G2900110,1970,Missouri,Barton County,3882,2995,21070250,2177150,15035000,3873.0036063884595,7035.141903171953,5427.679031427099,5988.511076764555,560.8320453374549,23247400
G2900130,1970,Missouri,Bates County,5682,4295,34104950,3874350,24469500,4306.49419218585,7940.616996507567,6002.279127067934,6684.142907426963,681.8637803590285,37979300
G2900150,1970,Missouri,Benton County,3685,2898,18844600,2075700,18203250,4939.823609226594,6502.622498274673,5113.867028493894,5677.150610583446,563.2835820895523,20920300
G2900170,1970,Missouri,Bollinger County,2905,2413,14102900,1118750,8003000,2754.905335628227,5844.5503522586,4854.698795180723,5239.810671256454,385.1118760757315,15221650
G2900190,1970,Missouri,Boone County,24109,17893,195377900,43538050,202379750,8394.365174830977,10919.236572961494,8103.940437181136,9909.824132066862,1805.8836948857272,238915950
G2900210,1970,Missouri,Buchanan County,29689,22483,209819950,27414750,222979000,7510.492101451716,9332.382244362407,7067.262285695038,7990.659840344909,923.3975546498704,237234700
G2900230,1970,Missouri,Butler County,11582,9048,62152950,6720100,51902750,4481.328786047315,6869.247347480106,5366.340010360905,5946.55931618028,580.2193058193749,68873050
G2900250,1970,Missouri,Caldwell County,3091,2375,15992800,1813400,11153000,3608.2174053704302,6733.8105263157895,5173.98900032352,5760.659980588806,586.6709802652863,17806200
G2900270,1970,Missouri,Callaway County,7462,6060,53317400,6519100,43835750,5874.53095684803,8798.250825082509,7145.188957384079,8018.828732243366,873.6397748592871,59836500
G2900290,1970,Missouri,Camden County,4828,3994,29153550,2100250,32755500,6784.486329743165,7299.336504757136,6038.4320629660315,6473.446561723281,435.0144987572494,31253800
G2900310,1970,Missouri,Cape Girardeau County,15492,12505,114675800,14469500,135056000,8717.789827007487,9170.395841663334,7402.259230570618,8336.25742318616,933.9981926155435,129145300
G2900330,1970,Missouri,Carroll County,4578,3469,26759450,3122150,21361000,4666.011358671909,7713.880080714904,5845.227173438183,6527.217125382263,681.9899519440804,29881600
G2900350,1970,Missouri,Carter County,1316,1043,7818700,1185650,4493250,3414.323708206687,7496.356663470758,5941.261398176292,6842.211246200608,900.9498480243161,9004350
G2900370,1970,Missouri,Cass County,12077,10351,96202150,8313550,79253750,6562.370621843173,9293.995749202975,7965.732383870167,8654.111120311336,688.3787364411692,104515700
G2900390,1970,Missouri,Cedar County,3546,2737,16131800,1739600,13703750,3864.5657078398194,5893.971501644136,4549.294980259448,5039.875916525662,490.5809362662155,17871400
G2900410,1970,Missouri,Chariton County,3998,3092,21532000,2557900,14393750,3600.237618809405,6963.777490297542,5385.692846423211,6025.487743871936,639.7948974487243,24089900
G2900430,1970,Missouri,Christian County,5047,4253,32151650,1824500,23621500,4680.305131761443,7559.757818010816,6370.447790766792,6731.9496730731125,361.50188230632057,33976150
G2900450,1970,Missouri,Clark County,2786,2217,15846450,1522900,10105500,3627.24335965542,7147.699594046008,5687.885857860732,6234.51184493898,546.6259870782484,17369350
G2900470,1970,Missouri,Clay County,38113,32938,392308100,31681500,438023500,11492.758376407,11910.501548363593,10293.288379293155,11124.540183139612,831.2518038464566,423989600
G2900490,1970,Missouri,Clinton County,4290,3343,28384500,2545100,25293000,5895.804195804196,8490.726892013161,6616.433566433567,7209.69696969697,593.2634032634032,30929600
G2900510,1970,Missouri,Cole County,13972,11138,125847600,13302550,146789500,10505.976238190668,11298.940563835518,9007.128542799885,9959.214858288005,952.0863154881191,139150150
G2900530,1970,Missouri,Cooper County,4767,3715,35977350,3886600,27553750,5780.102790014685,9684.34724091521,7547.1680302076775,8362.481644640235,815.3136144325572,39863950
G2900550,1970,Missouri,Crawford County,4954,3980,31322800,2285300,23334000,4710.133225676222,7870.050251256282,6322.729107791683,6784.0331045619705,461.30399677028663,33608100
G2900570,1970,Missouri,Dade County,2544,1988,11657000,1343700,7572000,2976.4150943396226,5863.682092555332,4582.154088050314,5110.338050314465,528.183962264151,13000700
G2900590,1970,Missouri,Dallas County,3527,2877,15994950,1234900,9424500,2672.1009356393533,5559.593326381648,4535.001417635384,4885.129004819961,350.1275871845761,17229850
G2900610,1970,Missouri,Daviess County,3118,2343,15697300,1818700,10395000,3333.8678640153944,6699.658557405036,5034.413085311096,5617.703656189865,583.2905708787684,17516000
G2900630,1970,Missouri,DeKalb County,2532,2041,15305500,1261850,9974000,3939.178515007899,7499.020088192063,6044.826224328594,6543.187203791469,498.3609794628752,16567350
G2900650,1970,Missouri,Dent County,4024,3190,22632300,2337150,16507250,4102.19930417495,7094.764890282132,5624.329025844931,6205.13170974155,580.8026838966202,24969450
